"X","性別","醫療層級","縣市","年齡","年度","人數"
23634,"M","區域醫院","新北市",34,2009,4
23635,"M","區域醫院","新北市",34,2010,5
23636,"M","區域醫院","新北市",34,2011,2
23637,"M","區域醫院","新北市",34,2012,4
23638,"M","區域醫院","新北市",35,2006,1
23639,"M","區域醫院","新北市",35,2007,2
23640,"M","區域醫院","新北市",35,2008,3
23641,"M","區域醫院","新北市",35,2009,2
23642,"M","區域醫院","新北市",35,2010,5
23643,"M","區域醫院","新北市",35,2011,6
23644,"M","區域醫院","新北市",35,2012,3
23645,"M","區域醫院","新北市",36,2005,1
23646,"M","區域醫院","新北市",36,2007,1
23647,"M","區域醫院","新北市",36,2008,2
23648,"M","區域醫院","新北市",36,2009,1
23649,"M","區域醫院","新北市",36,2010,3
23650,"M","區域醫院","新北市",36,2011,4
23651,"M","區域醫院","新北市",36,2012,6
23652,"M","區域醫院","新北市",37,2008,2
23653,"M","區域醫院","新北市",37,2009,2
23654,"M","區域醫院","新北市",37,2010,1
23655,"M","區域醫院","新北市",37,2011,2
23656,"M","區域醫院","新北市",37,2012,4
23657,"M","區域醫院","新北市",38,2009,2
23658,"M","區域醫院","新北市",38,2011,1
23659,"M","區域醫院","新北市",38,2012,1
23660,"M","區域醫院","新北市",39,2008,1
23661,"M","區域醫院","新北市",39,2009,1
23662,"M","區域醫院","新北市",39,2010,3
23663,"M","區域醫院","新北市",39,2012,1
23664,"M","區域醫院","新北市",40,2008,1
23665,"M","區域醫院","新北市",40,2009,1
23666,"M","區域醫院","新北市",40,2010,1
23667,"M","區域醫院","新北市",40,2011,3
23668,"M","區域醫院","新北市",41,2009,3
23669,"M","區域醫院","新北市",41,2010,1
23670,"M","區域醫院","新北市",41,2012,4
23671,"M","區域醫院","新北市",42,2010,3
23672,"M","區域醫院","新北市",42,2011,1
23673,"M","區域醫院","新北市",43,2010,2
23674,"M","區域醫院","新北市",43,2011,4
23675,"M","區域醫院","新北市",43,2012,1
23676,"M","區域醫院","新北市",44,2011,2
23677,"M","區域醫院","新北市",44,2012,4
23678,"M","區域醫院","新北市",45,2012,3
23679,"M","區域醫院","新竹市",22,2005,1
23680,"M","區域醫院","新竹市",22,2006,1
23681,"M","區域醫院","新竹市",22,2009,1
23682,"M","區域醫院","新竹市",22,2012,1
23683,"M","區域醫院","新竹市",23,2007,1
23684,"M","區域醫院","新竹市",23,2009,1
23685,"M","區域醫院","新竹市",23,2010,2
23686,"M","區域醫院","新竹市",23,2012,1
23687,"M","區域醫院","新竹市",24,2007,1
23688,"M","區域醫院","新竹市",24,2008,1
23689,"M","區域醫院","新竹市",24,2009,1
23690,"M","區域醫院","新竹市",24,2010,2
23691,"M","區域醫院","新竹市",24,2011,3
23692,"M","區域醫院","新竹市",25,2005,2
23693,"M","區域醫院","新竹市",25,2008,2
23694,"M","區域醫院","新竹市",25,2009,1
23695,"M","區域醫院","新竹市",25,2010,1
23696,"M","區域醫院","新竹市",25,2011,1
23697,"M","區域醫院","新竹市",25,2012,3
23698,"M","區域醫院","新竹市",26,2006,1
23699,"M","區域醫院","新竹市",26,2009,4
23700,"M","區域醫院","新竹市",26,2010,2
23701,"M","區域醫院","新竹市",26,2011,1
23702,"M","區域醫院","新竹市",26,2012,2
23703,"M","區域醫院","新竹市",27,2007,1
23704,"M","區域醫院","新竹市",27,2010,5
23705,"M","區域醫院","新竹市",27,2011,1
23706,"M","區域醫院","新竹市",27,2012,2
23707,"M","區域醫院","新竹市",28,2008,1
23708,"M","區域醫院","新竹市",28,2011,6
23709,"M","區域醫院","新竹市",28,2012,1
23710,"M","區域醫院","新竹市",29,2008,1
23711,"M","區域醫院","新竹市",29,2009,1
23712,"M","區域醫院","新竹市",29,2010,1
23713,"M","區域醫院","新竹市",29,2012,3
23714,"M","區域醫院","新竹市",30,2005,1
23715,"M","區域醫院","新竹市",30,2010,1
23716,"M","區域醫院","新竹市",30,2011,1
23717,"M","區域醫院","新竹市",31,2006,1
23718,"M","區域醫院","新竹市",31,2011,1
23719,"M","區域醫院","新竹市",31,2012,1
23720,"M","區域醫院","新竹市",32,2007,1
23721,"M","區域醫院","新竹市",32,2012,1
23722,"M","區域醫院","新竹市",33,2008,1
23723,"M","區域醫院","新竹市",34,2009,1
23724,"M","區域醫院","新竹市",35,2010,1
23725,"M","區域醫院","新竹市",36,2011,1
23726,"M","區域醫院","新竹市",36,2012,1
23727,"M","區域醫院","新竹市",37,2005,1
23728,"M","區域醫院","新竹市",37,2012,1
23729,"M","區域醫院","新竹市",38,2006,1
23730,"M","區域醫院","新竹市",39,2005,1
23731,"M","區域醫院","新竹市",39,2007,1
23732,"M","區域醫院","新竹市",40,2006,1
23733,"M","區域醫院","新竹市",40,2008,1
23734,"M","區域醫院","新竹市",41,2007,1
23735,"M","區域醫院","新竹市",41,2009,1
23736,"M","區域醫院","新竹市",42,2008,2
23737,"M","區域醫院","新竹市",42,2010,1
23738,"M","區域醫院","新竹市",43,2009,1
23739,"M","區域醫院","新竹市",43,2011,1
23740,"M","區域醫院","新竹市",44,2010,1
23741,"M","區域醫院","新竹市",44,2012,1
23742,"M","區域醫院","新竹市",45,2011,1
23743,"M","區域醫院","新竹市",46,2012,1
23744,"M","區域醫院","新竹縣",25,2006,1
23745,"M","區域醫院","新竹縣",26,2005,1
23746,"M","區域醫院","新竹縣",26,2007,1
23747,"M","區域醫院","新竹縣",27,2006,1
23748,"M","區域醫院","新竹縣",27,2008,1
23749,"M","區域醫院","新竹縣",28,2007,1
23750,"M","區域醫院","新竹縣",29,2008,1
23751,"M","區域醫院","新竹縣",29,2010,1
23752,"M","區域醫院","新竹縣",29,2012,1
23753,"M","區域醫院","新竹縣",30,2007,1
23754,"M","區域醫院","新竹縣",30,2009,1
23755,"M","區域醫院","新竹縣",30,2011,1
23756,"M","區域醫院","新竹縣",31,2008,1
23757,"M","區域醫院","新竹縣",31,2009,1
23758,"M","區域醫院","新竹縣",31,2010,1
23759,"M","區域醫院","新竹縣",31,2012,1
23760,"M","區域醫院","新竹縣",32,2009,2
23761,"M","區域醫院","新竹縣",32,2010,1
23762,"M","區域醫院","新竹縣",32,2011,1
23763,"M","區域醫院","新竹縣",33,2010,1
23764,"M","區域醫院","新竹縣",33,2011,1
23765,"M","區域醫院","新竹縣",33,2012,1
23766,"M","區域醫院","新竹縣",34,2011,1
23767,"M","區域醫院","新竹縣",35,2012,1
23768,"M","區域醫院","新竹縣",36,2008,1
23769,"M","區域醫院","新竹縣",42,2012,1
23770,"M","區域醫院","新竹縣",43,2010,1
23771,"M","區域醫院","宜蘭縣",21,2011,1
23772,"M","區域醫院","宜蘭縣",21,2012,1
23773,"M","區域醫院","宜蘭縣",22,2005,1
23774,"M","區域醫院","宜蘭縣",22,2012,2
23775,"M","區域醫院","宜蘭縣",23,2006,1
23776,"M","區域醫院","宜蘭縣",23,2012,1
23777,"M","區域醫院","宜蘭縣",24,2007,1
23778,"M","區域醫院","宜蘭縣",24,2012,1
23779,"M","區域醫院","宜蘭縣",25,2006,1
23780,"M","區域醫院","宜蘭縣",25,2008,1
23781,"M","區域醫院","宜蘭縣",25,2012,2
23782,"M","區域醫院","宜蘭縣",26,2007,1
23783,"M","區域醫院","宜蘭縣",26,2012,1
23784,"M","區域醫院","宜蘭縣",27,2007,1
23785,"M","區域醫院","宜蘭縣",27,2008,1
23786,"M","區域醫院","宜蘭縣",27,2010,1
23787,"M","區域醫院","宜蘭縣",28,2008,1
23788,"M","區域醫院","宜蘭縣",28,2009,1
23789,"M","區域醫院","宜蘭縣",28,2011,1
23790,"M","區域醫院","宜蘭縣",28,2012,1
23791,"M","區域醫院","宜蘭縣",29,2005,2
23792,"M","區域醫院","宜蘭縣",29,2009,2
23793,"M","區域醫院","宜蘭縣",29,2010,2
23794,"M","區域醫院","宜蘭縣",29,2012,1
23795,"M","區域醫院","宜蘭縣",30,2005,1
23796,"M","區域醫院","宜蘭縣",30,2006,2
23797,"M","區域醫院","宜蘭縣",30,2008,2
23798,"M","區域醫院","宜蘭縣",30,2010,2
23799,"M","區域醫院","宜蘭縣",30,2011,2
23800,"M","區域醫院","宜蘭縣",31,2006,1
23801,"M","區域醫院","宜蘭縣",31,2007,2
23802,"M","區域醫院","宜蘭縣",31,2009,2
23803,"M","區域醫院","宜蘭縣",31,2011,2
23804,"M","區域醫院","宜蘭縣",31,2012,2
23805,"M","區域醫院","宜蘭縣",32,2005,1
23806,"M","區域醫院","宜蘭縣",32,2006,1
23807,"M","區域醫院","宜蘭縣",32,2007,1
23808,"M","區域醫院","宜蘭縣",32,2008,2
23809,"M","區域醫院","宜蘭縣",32,2010,1
23810,"M","區域醫院","宜蘭縣",32,2012,2
23811,"M","區域醫院","宜蘭縣",33,2006,1
23812,"M","區域醫院","宜蘭縣",33,2008,1
23813,"M","區域醫院","宜蘭縣",33,2009,1
23814,"M","區域醫院","宜蘭縣",33,2011,2
23815,"M","區域醫院","宜蘭縣",34,2007,1
23816,"M","區域醫院","宜蘭縣",34,2009,2
23817,"M","區域醫院","宜蘭縣",34,2010,1
23818,"M","區域醫院","宜蘭縣",34,2012,2
23819,"M","區域醫院","宜蘭縣",35,2008,1
23820,"M","區域醫院","宜蘭縣",35,2010,2
23821,"M","區域醫院","宜蘭縣",35,2011,1
23822,"M","區域醫院","宜蘭縣",36,2007,1
23823,"M","區域醫院","宜蘭縣",36,2008,1
23824,"M","區域醫院","宜蘭縣",36,2009,3
23825,"M","區域醫院","宜蘭縣",36,2011,2
23826,"M","區域醫院","宜蘭縣",36,2012,1
23827,"M","區域醫院","宜蘭縣",37,2008,1
23828,"M","區域醫院","宜蘭縣",37,2009,1
23829,"M","區域醫院","宜蘭縣",37,2010,4
23830,"M","區域醫院","宜蘭縣",37,2012,2
23831,"M","區域醫院","宜蘭縣",38,2009,1
23832,"M","區域醫院","宜蘭縣",38,2010,2
23833,"M","區域醫院","宜蘭縣",38,2011,3
23834,"M","區域醫院","宜蘭縣",39,2005,1
23835,"M","區域醫院","宜蘭縣",39,2010,1
23836,"M","區域醫院","宜蘭縣",39,2011,2
23837,"M","區域醫院","宜蘭縣",39,2012,3
23838,"M","區域醫院","宜蘭縣",40,2006,1
23839,"M","區域醫院","宜蘭縣",40,2009,1
23840,"M","區域醫院","宜蘭縣",40,2011,1
23841,"M","區域醫院","宜蘭縣",40,2012,2
23842,"M","區域醫院","宜蘭縣",41,2007,1
23843,"M","區域醫院","宜蘭縣",41,2008,1
23844,"M","區域醫院","宜蘭縣",41,2010,1
23845,"M","區域醫院","宜蘭縣",41,2012,1
23846,"M","區域醫院","宜蘭縣",42,2008,1
23847,"M","區域醫院","宜蘭縣",42,2009,1
23848,"M","區域醫院","宜蘭縣",42,2011,1
23849,"M","區域醫院","宜蘭縣",42,2012,1
23850,"M","區域醫院","宜蘭縣",43,2009,1
23851,"M","區域醫院","宜蘭縣",43,2010,1
23852,"M","區域醫院","宜蘭縣",43,2011,1
23853,"M","區域醫院","宜蘭縣",43,2012,1
23854,"M","區域醫院","宜蘭縣",44,2009,1
23855,"M","區域醫院","宜蘭縣",44,2010,1
23856,"M","區域醫院","宜蘭縣",44,2011,1
23857,"M","區域醫院","宜蘭縣",44,2012,1
23858,"M","區域醫院","宜蘭縣",45,2010,1
23859,"M","區域醫院","宜蘭縣",45,2011,1
23860,"M","區域醫院","宜蘭縣",45,2012,1
23861,"M","區域醫院","宜蘭縣",46,2011,1
23862,"M","區域醫院","宜蘭縣",46,2012,1
23863,"M","區域醫院","宜蘭縣",47,2009,1
23864,"M","區域醫院","宜蘭縣",47,2012,1
23865,"M","區域醫院","宜蘭縣",48,2010,1
23866,"M","區域醫院","宜蘭縣",49,2011,1
23867,"M","區域醫院","宜蘭縣",50,2012,1
23868,"M","區域醫院","宜蘭縣",58,2008,1
23869,"M","區域醫院","宜蘭縣",59,2009,1
23870,"M","區域醫院","宜蘭縣",60,2010,1
23871,"M","區域醫院","宜蘭縣",61,2011,1
23872,"M","區域醫院","宜蘭縣",62,2012,1
23873,"M","區域醫院","雲林縣",20,2011,4
23874,"M","區域醫院","雲林縣",21,2008,1
23875,"M","區域醫院","雲林縣",21,2011,4
23876,"M","區域醫院","雲林縣",21,2012,6
23877,"M","區域醫院","雲林縣",22,2009,1
23878,"M","區域醫院","雲林縣",22,2012,3
23879,"M","區域醫院","雲林縣",23,2006,1
23880,"M","區域醫院","雲林縣",23,2010,2
23881,"M","區域醫院","雲林縣",23,2011,1
23882,"M","區域醫院","雲林縣",24,2005,1
23883,"M","區域醫院","雲林縣",24,2006,1
23884,"M","區域醫院","雲林縣",24,2007,1
23885,"M","區域醫院","雲林縣",24,2008,1
23886,"M","區域醫院","雲林縣",24,2011,2
23887,"M","區域醫院","雲林縣",24,2012,1
23888,"M","區域醫院","雲林縣",25,2006,1
23889,"M","區域醫院","雲林縣",25,2008,1
23890,"M","區域醫院","雲林縣",25,2009,1
23891,"M","區域醫院","雲林縣",25,2012,3
23892,"M","區域醫院","雲林縣",26,2009,1
23893,"M","區域醫院","雲林縣",26,2010,2
23894,"M","區域醫院","雲林縣",26,2011,1
23895,"M","區域醫院","雲林縣",26,2012,2
23896,"M","區域醫院","雲林縣",27,2010,3
23897,"M","區域醫院","雲林縣",27,2011,1
23898,"M","區域醫院","雲林縣",27,2012,1
23899,"M","區域醫院","雲林縣",28,2005,3
23900,"M","區域醫院","雲林縣",28,2011,2
23901,"M","區域醫院","雲林縣",28,2012,1
23902,"M","區域醫院","雲林縣",29,2006,3
23903,"M","區域醫院","雲林縣",29,2007,1
23904,"M","區域醫院","雲林縣",29,2008,1
23905,"M","區域醫院","雲林縣",29,2010,1
23906,"M","區域醫院","雲林縣",29,2012,1
23907,"M","區域醫院","雲林縣",30,2005,1
23908,"M","區域醫院","雲林縣",30,2007,2
23909,"M","區域醫院","雲林縣",30,2008,1
23910,"M","區域醫院","雲林縣",30,2010,1
23911,"M","區域醫院","雲林縣",30,2011,1
23912,"M","區域醫院","雲林縣",30,2012,1
23913,"M","區域醫院","雲林縣",31,2006,1
23914,"M","區域醫院","雲林縣",31,2008,2
23915,"M","區域醫院","雲林縣",31,2011,1
23916,"M","區域醫院","雲林縣",31,2012,1
23917,"M","區域醫院","雲林縣",32,2007,1
23918,"M","區域醫院","雲林縣",32,2009,2
23919,"M","區域醫院","雲林縣",32,2012,1
23920,"M","區域醫院","雲林縣",33,2008,1
23921,"M","區域醫院","雲林縣",33,2010,2
23922,"M","區域醫院","雲林縣",33,2012,1
23923,"M","區域醫院","雲林縣",34,2007,2
23924,"M","區域醫院","雲林縣",34,2009,1
23925,"M","區域醫院","雲林縣",34,2011,2
23926,"M","區域醫院","雲林縣",34,2012,1
23927,"M","區域醫院","雲林縣",35,2008,2
23928,"M","區域醫院","雲林縣",35,2010,2
23929,"M","區域醫院","雲林縣",35,2012,2
23930,"M","區域醫院","雲林縣",36,2008,1
23931,"M","區域醫院","雲林縣",36,2009,2
23932,"M","區域醫院","雲林縣",36,2011,1
23933,"M","區域醫院","雲林縣",37,2010,2
23934,"M","區域醫院","雲林縣",37,2012,2
23935,"M","區域醫院","雲林縣",38,2011,2
23936,"M","區域醫院","雲林縣",39,2009,1
23937,"M","區域醫院","雲林縣",39,2012,2
23938,"M","區域醫院","雲林縣",40,2009,1
23939,"M","區域醫院","雲林縣",41,2010,1
23940,"M","區域醫院","雲林縣",42,2011,1
23941,"M","區域醫院","雲林縣",43,2012,1
23942,"M","區域醫院","彰化縣",20,2006,1
23943,"M","區域醫院","彰化縣",21,2011,1
23944,"M","區域醫院","彰化縣",21,2012,2
23945,"M","區域醫院","彰化縣",22,2006,1
23946,"M","區域醫院","彰化縣",22,2008,1
23947,"M","區域醫院","彰化縣",22,2011,2
23948,"M","區域醫院","彰化縣",22,2012,1
23949,"M","區域醫院","彰化縣",23,2006,1
23950,"M","區域醫院","彰化縣",23,2008,2
23951,"M","區域醫院","彰化縣",23,2009,2
23952,"M","區域醫院","彰化縣",23,2012,2
23953,"M","區域醫院","彰化縣",24,2006,1
23954,"M","區域醫院","彰化縣",24,2007,4
23955,"M","區域醫院","彰化縣",24,2009,3
23956,"M","區域醫院","彰化縣",24,2010,3
23957,"M","區域醫院","彰化縣",24,2011,2
23958,"M","區域醫院","彰化縣",24,2012,1
23959,"M","區域醫院","彰化縣",25,2006,1
23960,"M","區域醫院","彰化縣",25,2007,1
23961,"M","區域醫院","彰化縣",25,2008,4
23962,"M","區域醫院","彰化縣",25,2010,4
23963,"M","區域醫院","彰化縣",25,2011,4
23964,"M","區域醫院","彰化縣",25,2012,2
23965,"M","區域醫院","彰化縣",26,2005,1
23966,"M","區域醫院","彰化縣",26,2007,2
23967,"M","區域醫院","彰化縣",26,2008,1
23968,"M","區域醫院","彰化縣",26,2009,4
23969,"M","區域醫院","彰化縣",26,2011,3
23970,"M","區域醫院","彰化縣",26,2012,5
23971,"M","區域醫院","彰化縣",27,2006,1
23972,"M","區域醫院","彰化縣",27,2008,2
23973,"M","區域醫院","彰化縣",27,2009,2
23974,"M","區域醫院","彰化縣",27,2010,4
23975,"M","區域醫院","彰化縣",27,2011,1
23976,"M","區域醫院","彰化縣",27,2012,3
23977,"M","區域醫院","彰化縣",28,2005,1
23978,"M","區域醫院","彰化縣",28,2006,2
23979,"M","區域醫院","彰化縣",28,2007,2
23980,"M","區域醫院","彰化縣",28,2008,1
23981,"M","區域醫院","彰化縣",28,2009,2
23982,"M","區域醫院","彰化縣",28,2010,3
23983,"M","區域醫院","彰化縣",28,2011,4
23984,"M","區域醫院","彰化縣",28,2012,2
23985,"M","區域醫院","彰化縣",29,2006,1
23986,"M","區域醫院","彰化縣",29,2007,3
23987,"M","區域醫院","彰化縣",29,2008,1
23988,"M","區域醫院","彰化縣",29,2009,1
23989,"M","區域醫院","彰化縣",29,2010,3
